ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,concat,len,AVGIF,SEARCH,,,,,
558,lounge,51,790,19133,1,45.74602127,9.049969673,9850,lounge51,6,179.3591982,2,,,,,
559,lounge,51,731,19371,1,45.43811035,12.31814957,9800,lounge51,6,168.151252,2,,,,,
560,pop,51,913,20000,1,40.92850113,14.20366955,8499,pop51,3,204.0264341,2,,,,,
561,lounge,62,2251,67000,1,45.46796036,9.181779861,7400,lounge62,6,29.41243506,2,,,,,
562,lounge,51,790,31657,1,41.90322113,12.49565029,10200,lounge51,6,179.2797743,2,,,,,
563,lounge,51,1155,55000,1,40.65832138,17.70716095,8400,lounge51,6,27.59137058,2,,,,,
564,lounge,51,3623,109000,1,45.6563797,9.50508976,5990,lounge51,6,26.79036737,2,,,,,
565,lounge,51,2374,86500,1,44.38822174,7.54832983,9300,lounge51,6,25.98413789,2,,,,,
566,lounge,51,762,17800,1,40.85470963,14.37921047,10500,lounge51,6,173.846784,2,,,,,
567,lounge,51,4443,77918,1,45.06967926,7.704919815,5500,lounge51,6,26.19364977,2,,,,,
568,lounge,51,3623,87166,1,44.39997101,8.274499893,5600,lounge51,6,26.16861773,2,,,,,
569,pop,51,670,17000,1,45.36412811,11.9360199,10499,pop51,3,155.8600296,2,,,,,
570,pop,51,366,19000,1,45.49541855,12.15649033,8990,pop51,3,95.13038178,2,,,,,
571,pop,51,1066,65000,1,45.55258942,10.77200985,8300,pop51,3,27.08114982,2,,,,,
572,lounge,51,2223,58000,1,40.88721848,14.71391964,6500,lounge51,6,26.90028453,2,,,,,
573,pop,51,366,11236,1,45.43811035,12.31814957,9800,pop51,3,95.15125198,2,,,,,
574,pop,51,2343,97000,1,40.92850113,14.20366955,5999,pop51,3,26.78304267,2,,,,,
575,lounge,51,640,39038,1,41.99634933,12.72344017,9800,lounge51,6,149.3439579,2,,,,,
576,lounge,51,366,19112,1,41.90322113,12.49565029,10900,lounge51,6,94.47977428,2,,,,,
577,lounge,51,2192,78000,1,45.59859848,9.164039612,7990,lounge51,6,26.69065952,2,,,,,
578,pop,51,1127,36495,1,41.90322113,12.49565029,9480,pop51,3,26.59971786,2,,,,,
579,pop,51,2861,80000,1,40.85470963,14.37921047,7500,pop51,3,26.80848003,2,,,,,
580,lounge,51,2678,122000,1,41.11426163,16.48571014,5850,lounge51,6,27.39999294,2,,,,,
581,sport,51,3258,120000,1,46.03120041,9.208310127,5300,sport51,5,26.80987763,3,,,,,
582,lounge,51,456,23000,1,40.8401413,14.25226021,9499,lounge51,6,112.6184803,2,,,,,
583,lounge,51,1066,59961,1,41.80298996,12.59893036,7480,lounge51,6,26.60048008,2,,,,,
584,pop,51,2374,73000,1,45.43811035,12.31814957,8900,pop51,3,27.43906498,2,,,,,
585,lounge,51,397,11997,1,43.78237152,11.25498962,9999,lounge51,6,100.8074722,2,,,,,
586,lounge,51,640,40438,1,41.99634933,12.72344017,9800,lounge51,6,149.3439579,2,,,,,
587,lounge,51,2982,36000,1,44.90724182,8.611559868,7500,lounge51,6,26.37970042,2,,,,,
588,lounge,74,4658,118000,1,37.72546005,15.1842804,5500,lounge74,6,31.97743511,2,,,,,
589,lounge,73,4566,120300,1,40.50030136,17.38249969,4900,lounge73,6,32.97070026,2,,,,,
590,sport,51,3258,98660,1,40.74824142,14.52834988,6290,sport51,5,26.81914783,3,,,,,
591,lounge,51,731,33665,1,41.90322113,12.49565029,9980,lounge51,6,167.4797743,2,,,,,
592,pop,51,1186,19000,1,41.11426163,16.48571014,8450,pop51,3,27.39999294,2,,,,,
593,lounge,51,1858,55476,1,43.87985992,10.78281021,8990,lounge51,6,26.66566753,2,,,,,
594,lounge,51,425,13900,1,41.90322113,12.49565029,9970,lounge51,6,106.2797743,2,,,,,
595,lounge,51,1066,59961,1,41.90322113,12.49565029,7480,lounge51,6,26.59971786,2,,,,,
596,pop,51,2678,75000,1,45.43811035,12.31814957,6800,pop51,3,27.43906498,2,,,,,
597,pop,51,3347,85500,1,43.78237152,11.25498962,5699,pop51,3,26.75934029,2,,,,,
598,lounge,51,2739,85366,1,45.69522858,9.669509888,7400,lounge51,6,26.84118462,2,,,,,
599,sport,73,4658,119000,1,44.83839035,11.61944008,4299,sport73,5,32.61445761,3,,,,,
600,pop,51,4322,120000,1,40.73484039,14.57341957,4399,pop51,3,26.82706499,2,,,,,
601,lounge,51,3927,117000,1,37.72546005,15.1842804,5500,lounge51,6,26.22743511,2,,,,,
602,lounge,51,790,15716,1,45.13325882,7.632730007,10790,lounge51,6,178.9531978,2,,,,,
603,pop,51,2039,57039,1,40.74824142,14.52834988,7590,pop51,3,26.81914783,2,,,,,
604,lounge,51,731,36303,1,41.90322113,12.49565029,9980,lounge51,6,167.4797743,2,,,,,
605,lounge,51,670,29181,1,44.28387833,11.88813972,9790,lounge51,6,155.6344036,2,,,,,
606,lounge,51,1492,46600,1,45.71659088,9.708080292,10600,lounge51,6,26.85616779,2,,,,,
607,lounge,51,731,19800,1,40.80760956,14.50251007,9899,lounge51,6,167.6620239,2,,,,,
608,lounge,51,425,17900,1,41.90322113,12.49565029,9970,lounge51,6,106.2797743,2,,,,,
609,lounge,51,3227,70751,1,41.90322113,12.49565029,5900,lounge51,6,26.59971786,2,,,,,
610,lounge,51,397,20450,1,45.43811035,12.31814957,10800,lounge51,6,101.351252,2,,,,,
611,pop,51,517,11000,1,40.92314148,14.3100996,10500,pop51,3,124.8466482,2,,,,,
612,pop,51,2313,75000,1,45.62813187,9.045459747,7400,pop51,3,26.6683979,2,,,,,
613,pop,51,1431,38800,1,44.90724182,8.611559868,7800,pop51,3,26.37970042,2,,,,,
614,lounge,51,1917,54250,1,41.63029099,15.92329025,6900,lounge51,6,27.38839531,2,,,,,
615,pop,51,701,41000,1,44.75260925,8.155280113,9500,pop51,3,161.1815779,2,,,,,
616,lounge,51,670,28000,1,45.05659866,9.701760292,10200,lounge51,6,155.3516718,2,,,,,
617,lounge,51,548,14181,1,40.74824142,14.52834988,9840,lounge51,6,131.0553183,2,,,,,
618,lounge,51,701,14000,1,44.98873901,9.010499954,9790,lounge51,6,161.3998478,2,,,,,
619,lounge,51,821,33224,1,45.59859848,9.164039612,9890,lounge51,6,185.5525276,2,,,,,
620,pop,77,2435,28000,1,45.95497131,12.8429203,7999,pop77,3,34.1994729,2,,,,,
621,lounge,51,731,15150,1,45.6563797,9.50508976,10300,lounge51,6,167.6322939,2,,,,,
622,lounge,51,2527,113396,1,45.63243103,8.888850212,6800,lounge51,6,26.63032031,2,,,,,
623,lounge,51,3227,46000,1,41.99634933,12.72344017,6300,lounge51,6,26.67994738,2,,,,,
624,lounge,51,3592,104000,1,45.05659866,9.701760292,6500,lounge51,6,26.68958974,2,,,,,
625,lounge,51,4414,109381,1,43.81702042,10.68284988,5800,lounge51,6,26.62496758,2,,,,,
626,lounge,51,3347,148000,1,41.90322113,12.49565029,5400,lounge51,6,26.59971786,2,,,,,
627,lounge,62,3074,61000,1,45.51815033,10.35066986,8450,lounge62,6,29.71720505,2,,,,,
628,pop,51,2343,39900,1,45.51256943,10.32901001,7900,pop51,3,26.96039486,2,,,,,
629,lounge,51,762,17000,1,45.05659866,9.701760292,9900,lounge51,6,173.7516718,2,,,,,
630,lounge,62,3347,70340,1,40.74824142,14.52834988,6990,lounge62,6,29.56914783,2,,,,,
631,pop,62,790,44000,1,41.77008057,12.22710991,8800,pop62,3,181.3994381,2,,,,,
632,lounge,51,609,21000,1,44.71540833,11.30830002,10900,lounge51,6,143.4047417,2,,,,,
633,lounge,51,821,25922,1,45.59859848,9.164039612,9890,lounge51,6,185.5525276,2,,,,,
634,pop,51,821,6700,1,42.45336914,14.14037991,8900,pop51,3,185.9187498,2,,,,,
635,lounge,51,701,20968,1,39.21453857,9.110489845,10500,lounge51,6,160.2650057,2,,,,,
636,lounge,51,3013,80000,1,41.90322113,12.49565029,6500,lounge51,6,26.59971786,2,,,,,
637,sport,51,4353,119000,1,45.04724121,9.128809929,5200,sport51,5,26.54401278,3,,,,,
638,pop,51,2374,54198,1,45.31200027,9.497010231,7800,pop51,3,26.70225263,2,,,,,
639,lounge,51,397,21276,1,45.35776901,9.612210274,10850,lounge51,6,100.7939959,2,,,,,
640,lounge,51,4535,41500,1,45.06967926,7.704919815,4790,lounge51,6,26.19364977,2,,,,,
641,pop,51,4322,76000,1,45.85166168,9.391869545,5500,pop51,3,26.81088281,2,,,,,
642,pop,62,1492,79000,1,43.89894867,11.00205994,8000,pop62,3,29.47525215,2,,,,,
643,lounge,62,2982,126003,1,45.06967926,7.704919815,5950,lounge62,6,28.94364977,2,,,,,
644,lounge,51,1492,22404,1,40.74824142,14.52834988,8990,lounge51,6,26.81914783,2,,,,,
645,lounge,51,852,53742,1,44.28387833,11.88813972,9290,lounge51,6,192.0344036,2,,,,,
646,lounge,51,609,21000,1,44.71540833,11.30830002,10900,lounge51,6,143.4047417,2,,,,,
647,lounge,51,821,33725,1,45.59859848,9.164039612,9890,lounge51,6,185.5525276,2,,,,,
648,pop,51,670,22000,1,45.05659866,9.701760292,10490,pop51,3,155.3516718,2,,,,,
649,lounge,51,1521,28760,1,45.69115829,9.478070259,10300,lounge51,6,26.79230714,2,,,,,
650,pop,51,4322,135000,1,41.90322113,12.49565029,4800,pop51,3,26.59971786,2,,,,,
651,sport,51,3684,137344,1,38.11273956,15.65174961,5500,sport51,5,26.44112229,3,,,,,
652,lounge,51,425,21248,1,41.90322113,12.49565029,10500,lounge51,6,106.2797743,2,,,,,
653,lounge,51,366,20451,1,45.35776901,9.612210274,10850,lounge51,6,94.59399586,2,,,,,
654,lounge,51,1096,28400,1,44.13837051,12.23882008,9900,lounge51,6,27.09429765,2,,,,,
655,lounge,51,3227,95554,1,45.06967926,7.704919815,5900,lounge51,6,26.19364977,2,,,,,
656,sport,73,4292,166716,1,43.55290985,10.31997967,4790,sport73,5,31.96822238,3,,,,,
657,lounge,51,762,39000,1,45.05659866,9.701760292,10200,lounge51,6,173.7516718,2,,,,,
658,pop,51,4139,35151,1,40.8401413,14.25226021,6699,pop51,3,26.77310038,2,,,,,
659,lounge,51,670,37020,1,41.10787964,14.20880985,10900,lounge51,6,155.4633379,2,,,,,
660,lounge,51,609,21000,1,44.71540833,11.30830002,10900,lounge51,6,143.4047417,2,,,,,
661,lounge,51,821,30112,1,45.59859848,9.164039612,9890,lounge51,6,185.5525276,2,,,,,
662,pop,51,731,25000,1,45.05659866,9.701760292,10490,pop51,3,167.5516718,2,,,,,
663,lounge,51,1492,23016,1,45.13167191,8.449170113,10000,lounge51,6,26.39521051,2,,,,,
664,lounge,51,882,56779,1,41.90322113,12.49565029,10000,lounge51,6,197.6797743,2,,,,,
665,lounge,51,2101,29897,1,40.92649078,14.4764204,8200,lounge51,6,26.8507278,2,,,,,
666,lounge,51,425,15784,1,41.90322113,12.49565029,10800,lounge51,6,106.2797743,2,,,,,
667,lounge,51,366,14366,1,45.35776901,9.612210274,10850,lounge51,6,94.59399586,2,,,,,
668,pop,51,2769,72784,1,40.79727173,14.54360962,9890,pop51,3,26.83522034,2,,,,,
669,lounge,51,2647,50000,1,43.78237152,11.25498962,6900,lounge51,6,26.75934029,2,,,,,
670,lounge,51,913,29000,1,45.77859116,8.946249962,8500,lounge51,6,203.9449682,2,,,,,
671,sport,73,4414,104269,2,40.40106964,15.59286976,4999,sport73,5,32.74848485,3,,,,,
672,lounge,62,2892,99518,2,45.46796036,9.181779861,7990,lounge62,6,29.66243506,2,,,,,
673,lounge,51,2861,23500,2,45.40943909,11.87170982,8200,lounge51,6,27.57028723,2,,,,,
674,lounge,51,762,21000,1,44.71540833,11.30830002,10900,lounge51,6,174.0047417,2,,,,,
675,pop,51,670,17000,1,45.64250183,12.16362,10499,pop51,3,155.9612244,2,,,,,
676,lounge,51,487,17800,1,45.35152817,10.84409046,11100,lounge51,6,119.0391237,2,,,,,
677,lounge,51,762,18609,1,41.57223892,13.33368969,10250,lounge51,6,173.7811857,2,,,,,
678,pop,51,701,39700,1,41.90322113,12.49565029,8800,pop51,3,161.4797743,2,,,,,
679,pop,51,3653,85000,1,45.60697174,9.629229546,4990,pop51,3,26.80905032,2,,,,,
680,lounge,51,425,15350,1,41.90322113,12.49565029,10800,lounge51,6,106.2797743,2,,,,,
681,lounge,51,397,19296,1,45.35776901,9.612210274,10950,lounge51,6,100.7939959,2,,,,,
682,lounge,51,762,28200,1,45.33407974,11.37687016,10250,lounge51,6,174.14219,2,,,,,
683,lounge,51,3684,132000,1,44.54637146,7.54008007,5900,lounge51,6,26.02161288,2,,,,,
684,pop,51,578,17000,1,41.7690506,12.66281033,10500,pop51,3,136.8863722,2,,,,,
685,pop,51,943,35481,1,45.58409119,9.270959854,8650,pop51,3,209.9710102,2,,,,,
686,lounge,51,762,20900,1,44.90443039,8.199939728,10550,lounge51,6,173.420874,2,,,,,
687,lounge,51,3774,149000,1,45.95497131,12.8429203,5499,lounge51,6,27.6994729,2,,,,,
688,lounge,51,731,19244,1,45.59614944,8.915809631,10200,lounge51,6,167.5023918,2,,,,,
689,pop,51,670,17000,1,45.43811035,12.31814957,10499,pop51,3,155.951252,2,,,,,
690,pop,51,701,25800,1,41.90322113,12.49565029,8900,pop51,3,161.4797743,2,,,,,
691,lounge,51,670,19746,1,41.57223892,13.33368969,10950,lounge51,6,155.3811857,2,,,,,
692,lounge,51,456,12872,1,41.90322113,12.49565029,10800,lounge51,6,112.4797743,2,,,,,
693,pop,51,1797,23400,1,45.66292953,11.60243034,7800,pop51,3,27.31633997,2,,,,,
694,lounge,51,425,15817,1,41.90322113,12.49565029,10800,lounge51,6,106.2797743,2,,,,,
695,lounge,51,397,18575,1,45.35776901,9.612210274,10950,lounge51,6,100.7939959,2,,,,,
696,lounge,51,3197,51083,1,45.5712204,9.159139633,5880,lounge51,6,26.68259001,2,,,,,
697,lounge,51,2162,56900,1,45.88607025,13.29117012,7200,lounge51,6,27.79431009,2,,,,,
698,lounge,74,4566,78000,1,45.46796036,9.181779861,5800,lounge74,6,32.41243506,2,,,,,
699,pop,51,3988,103000,1,45.53266144,9.038920403,5700,pop51,3,26.64289546,2,,,,,
700,pop,51,2313,106905,1,45.32001114,10.57859039,6990,pop51,3,26.97465038,2,,,,,
701,pop,51,3592,149000,1,45.44424057,8.987319946,4299,pop51,3,26.60789013,2,,,,,
702,lounge,51,701,27100,1,41.90322113,12.49565029,10300,lounge51,6,161.4797743,2,,,,,
703,lounge,51,425,21459,1,41.57223892,13.33368969,10950,lounge51,6,106.3811857,2,,,,,
704,lounge,51,456,10320,1,41.90322113,12.49565029,10800,lounge51,6,112.4797743,2,,,,,
705,lounge,51,2070,85134,1,45.06967926,7.704919815,6900,lounge51,6,26.19364977,2,,,,,
706,lounge,51,397,16087,1,41.90322113,12.49565029,10800,lounge51,6,100.6797743,2,,,,,
707,lounge,51,397,18740,1,45.35776901,9.612210274,10950,lounge51,6,100.7939959,2,,,,,
708,lounge,51,3197,51083,1,45.5712204,9.159139633,5880,lounge51,6,26.68259001,2,,,,,
709,pop,51,790,25000,1,42.46390915,14.21354008,9900,pop51,3,179.7354898,2,,,,,
710,lounge,51,3439,124000,1,45.6563797,9.50508976,5990,lounge51,6,26.79036737,2,,,,,
711,lounge,51,2496,83000,1,41.11426163,16.48571014,6900,lounge51,6,27.39999294,2,,,,,
712,lounge,51,3684,97000,1,45.95497131,12.8429203,6500,lounge51,6,27.6994729,2,,,,,
713,lounge,51,762,22020,1,46.07004929,11.11925983,9900,lounge51,6,174.2378618,2,,,,,
714,lounge,51,456,17253,1,45.77669144,9.065250397,9890,lounge51,6,112.5683884,2,,,,,
715,pop,51,2039,82990,1,45.46796036,9.181779861,7990,pop51,3,26.66243506,2,,,,,
716,pop,51,366,16380,1,40.92649078,14.4764204,9950,pop51,3,94.68058224,2,,,,,
717,lounge,51,762,17484,1,45.5200386,9.757160187,9900,lounge51,6,173.8554398,2,,,,,
718,lounge,51,1644,120000,1,45.21854019,12.27838993,6499,lounge51,6,27.37423253,2,,,,,
719,lounge,51,2404,100000,1,45.73284912,11.78989029,6700,lounge51,6,27.38068485,2,,,,,
720,lounge,51,425,14403,1,41.90322113,12.49565029,10800,lounge51,6,106.2797743,2,,,,,
721,lounge,51,425,23638,1,45.35776901,9.612210274,10650,lounge51,6,106.3939959,2,,,,,
722,lounge,51,790,28070,1,41.90322113,12.49565029,8650,lounge51,6,179.2797743,2,,,,,
723,lounge,51,1339,39000,1,45.6095314,10.20856953,10450,lounge51,6,26.95452523,2,,,,,
724,pop,51,4139,98405,1,40.91917038,14.15332031,4490,pop51,3,26.76812267,2,,,,,
725,pop,51,913,7500,1,39.21453857,9.110489845,10500,pop51,3,202.6650057,2,,,,,
726,lounge,51,3500,95000,1,45.98527908,13.19664383,6999,lounge51,6,27.79548073,2,,,,,
727,lounge,51,456,21000,1,45.74602127,9.049969673,10900,lounge51,6,112.5591982,2,,,,,
728,lounge,51,762,22760,1,40.82139969,14.12238026,9790,lounge51,6,173.788756,2,,,,,
729,lounge,51,2527,136626,1,41.64091873,13.35050011,7000,lounge51,6,26.74785471,2,,,,,
730,lounge,51,609,8377,1,45.61869812,8.947460175,10870,lounge51,6,143.1132317,2,,,,,
731,lounge,51,762,12337,1,43.78237152,11.25498962,10700,lounge51,6,173.8074722,2,,,,,
732,pop,51,1035,64000,1,46.45465851,11.26266003,8250,pop51,3,27.42932964,2,,,,,
733,lounge,74,4596,121000,1,43.06753159,12.55154991,5500,lounge74,6,32.65477038,2,,,,,
734,lounge,74,425,18822,1,41.90322113,12.49565029,10500,lounge74,6,110.8797743,2,,,,,
735,pop,51,974,12500,1,39.21453857,9.110489845,10500,pop51,3,214.8650057,2,,,,,
736,sport,51,3684,124490,2,45.53266144,9.038920403,4790,sport51,5,26.89289546,3,,,,,
737,lounge,51,1096,57000,2,45.46796036,9.181779861,7900,lounge51,6,26.91243506,2,,,,,
738,lounge,51,4322,83000,2,41.20460129,16.59963989,5600,lounge51,6,27.7010603,2,,,,,
739,lounge,51,2223,117000,2,39.21453857,9.110489845,7900,lounge51,6,25.3312571,2,,,,,
740,pop,51,1005,15000,2,41.90322113,12.49565029,11000,pop51,3,26.84971786,2,,,,,
741,lounge,51,640,23951,2,44.28387833,11.88813972,9790,lounge51,6,149.8344036,2,,,,,
742,pop,51,1066,46000,2,45.00690079,7.541729927,8450,pop51,3,26.38715768,2,,,,,
743,lounge,51,821,17185,1,38.12207031,13.36112022,10500,lounge51,6,184.8966381,2,,,,,
744,lounge,51,701,20216,1,44.38822174,7.54832983,10500,lounge51,6,160.9873103,2,,,,,
745,pop,51,1858,33000,1,45.60868835,9.269809723,9800,pop51,3,26.71962452,2,,,,,
746,lounge,51,425,11416,1,41.90322113,12.49565029,11000,lounge51,6,106.2797743,2,,,,,
747,lounge,51,3074,116000,1,45.4790802,8.819459915,5800,lounge51,6,26.57463503,2,,,,,
748,lounge,51,2251,117000,1,40.83581161,14.50440979,6500,lounge51,6,26.83505535,2,,,,,
749,pop,51,4474,56779,1,45.07107925,7.464029789,4490,pop51,3,26.13377726,2,,,,,
750,pop,51,790,40000,1,40.74029922,14.66654968,8700,pop51,3,179.4813698,2,,,,,
751,sport,62,3439,86000,1,39.21453857,9.110489845,7500,sport62,5,27.8312571,3,,,,,
752,pop,73,3592,65000,1,40.92850113,14.20366955,6500,pop73,3,32.28304267,2,,,,,
753,pop,51,4077,125000,1,43.75807953,11.18465996,4900,pop51,3,26.73568487,2,,,,,
754,lounge,51,456,17253,1,45.43610001,8.887869835,9890,lounge51,6,112.464794,2,,,,,
755,sport,51,790,30000,1,45.06967926,7.704919815,10690,sport51,5,178.9549198,3,,,,,
756,lounge,51,2922,60600,1,44.50482178,11.34517956,9500,lounge51,6,26.96250034,2,,,,,
757,lounge,51,425,17770,1,41.40813828,13.76593971,10790,lounge51,6,106.4348156,2,,,,,
758,lounge,51,4018,102841,1,38.22293854,15.38008976,6000,lounge51,6,26.40075708,2,,,,,
759,pop,51,487,12811,1,45.77899933,12.99709034,9900,pop51,3,119.5552179,2,,,,,
760,lounge,51,425,7778,1,41.90322113,12.49565029,11000,lounge51,6,106.2797743,2,,,,,
761,lounge,51,3774,119000,1,45.4790802,8.819459915,4800,lounge51,6,26.57463503,2,,,,,
762,lounge,51,3592,111000,1,44.41038895,8.938980103,5499,lounge51,6,26.33734226,2,,,,,
763,pop,51,1066,29176,1,40.73484039,14.57341957,7950,pop51,3,26.82706499,2,,,,,
764,lounge,62,3227,79000,1,40.96617889,17.11647987,8500,lounge62,6,30.27066469,2,,,,,
765,lounge,51,3957,117000,1,39.21453857,9.110489845,8500,lounge51,6,25.0812571,2,,,,,
766,pop,51,2616,99999,1,45.68421173,12.37557983,7500,pop51,3,27.51494789,2,,,,,
767,pop,51,3197,98000,1,45.43811035,12.31814957,5900,pop51,3,27.43906498,2,,,,,
768,lounge,51,762,25100,1,44.09373856,12.39601994,10900,lounge51,6,174.0979517,2,,,,,
769,lounge,51,2588,52000,1,44.55202866,7.725810051,7450,lounge51,6,26.06945968,2,,,,,
770,lounge,51,670,33000,1,41.90322113,12.49565029,10470,lounge51,6,155.2797743,2,,,,,
771,pop,51,366,21000,1,45.58409119,9.270959854,9900,pop51,3,94.57101021,2,,,,,
772,lounge,51,640,37428,1,41.10787964,14.20880985,9400,lounge51,6,149.4633379,2,,,,,
773,pop,51,3957,95200,1,43.78237152,11.25498962,5300,pop51,3,26.75934029,2,,,,,
774,lounge,51,2953,121000,1,41.8230896,12.80220985,7495,lounge51,6,26.65632486,2,,,,,
775,lounge,51,4169,100000,1,40.86045837,14.52779961,4300,lounge51,6,26.8470645,2,,,,,
776,sport,51,2588,51000,1,45.53659058,10.23204041,7900,sport51,5,26.94215775,3,,,,,
777,lounge,51,762,17000,1,44.55202866,7.725810051,9850,lounge51,6,173.2555677,2,,,,,
778,pop,51,1400,25315,1,45.06967926,7.704919815,8200,pop51,3,26.19364977,2,,,,,
779,lounge,62,3074,129000,1,45.07014847,11.78954983,5799,lounge62,6,29.96492458,2,,,,,
780,pop,51,1370,91743,1,44.50883865,11.46907997,7450,pop51,3,26.99447966,2,,,,,
781,lounge,51,4414,140000,1,44.09373856,12.39601994,5500,lounge51,6,27.12243963,2,,,,,
782,lounge,51,670,40000,1,41.90322113,12.49565029,9970,lounge51,6,155.2797743,2,,,,,
783,lounge,51,425,19201,1,40.63722992,15.7992897,10800,lounge51,6,106.6873039,2,,,,,
784,pop,51,1766,45000,1,45.43830109,10.99170017,8000,pop51,3,27.10750032,2,,,,,
785,lounge,51,670,32717,1,41.10787964,14.20880985,9400,lounge51,6,155.4633379,2,,,,,
786,lounge,51,397,14994,1,45.35776901,9.612210274,10950,lounge51,6,100.7939959,2,,,,,
787,lounge,51,2192,86500,1,45.56373978,9.97453022,6800,lounge51,6,26.8845675,2,,,,,
788,sport,51,3227,66000,1,41.07221985,14.02285004,5800,sport51,5,26.77376747,3,,,,,
789,lounge,51,762,60000,2,45.32001114,10.57859039,9400,lounge51,6,174.1797203,2,,,,,
790,lounge,51,821,19000,2,44.55202866,7.725810051,10050,lounge51,6,185.2555677,2,,,,,
791,lounge,51,2251,62061,2,45.06967926,7.704919815,7400,lounge51,6,26.44364977,2,,,,,
792,lounge,51,456,19834,1,41.90322113,12.49565029,9100,lounge51,6,112.4797743,2,,,,,
793,pop,51,4383,30000,1,45.55812073,9.213609695,6900,pop51,3,26.69293261,2,,,,,
794,lounge,51,1858,64000,1,43.78237152,11.25498962,7700,lounge51,6,26.75934029,2,,,,,
795,lounge,51,670,33000,1,41.90322113,12.49565029,10470,lounge51,6,155.2797743,2,,,,,
796,lounge,51,790,33232,1,42.94897842,13.87775993,9900,lounge51,6,179.7653477,2,,,,,
797,lounge,51,701,20300,1,45.68825912,8.731450081,10700,lounge51,6,161.4839418,2,,,,,
798,lounge,51,701,32633,1,41.10787964,14.20880985,8900,lounge51,6,161.6633379,2,,,,,
799,lounge,51,3258,49204,1,43.78451157,10.92465973,6900,lounge51,6,26.67729283,2,,,,,
800,lounge,51,2831,26000,1,44.69559097,10.64124966,7450,lounge51,6,26.83421016,2,,,,,
801,lounge,51,2192,86500,1,45.49134827,10.21743965,6800,lounge51,6,26.92719698,2,,,,,
802,lounge,51,731,23000,1,44.13837051,12.23882008,9950,lounge51,6,167.8754381,2,,,,,
803,sport,51,3500,60000,2,45.32001114,10.57859039,6900,sport51,5,27.22465038,3,,,,,
804,lounge,51,762,16000,2,44.55202866,7.725810051,9850,lounge51,6,173.4555677,2,,,,,
805,pop,51,366,10295,1,41.90322113,12.49565029,10100,pop51,3,94.47977428,2,,,,,
806,lounge,51,456,13238,1,41.90322113,12.49565029,9100,lounge51,6,112.4797743,2,,,,,
807,lounge,51,701,28975,1,45.35438919,11.86925983,9700,lounge51,6,162.0447298,2,,,,,
808,lounge,51,701,19000,1,40.67237854,14.72821999,9999,lounge51,6,161.6801197,2,,,,,
809,pop,51,731,42990,1,44.50883865,11.46907997,9300,pop51,3,167.7955837,2,,,,,
810,lounge,51,425,20066,1,45.72071838,7.321430206,10950,lounge51,6,106.0084297,2,,,,,
811,lounge,51,790,18840,1,41.90322113,12.49565029,8900,lounge51,6,179.2797743,2,,,,,
812,lounge,51,640,38722,1,41.10787964,14.20880985,8900,lounge51,6,149.4633379,2,,,,,
813,sport,62,3044,98000,1,45.70610046,11.80737019,6000,sport62,5,30.12836766,3,,,,,
814,lounge,51,3623,99000,1,44.29430008,9.674440384,5800,lounge51,6,26.49218512,2,,,,,
815,pop,51,2009,73000,1,41.72117996,12.67368031,8700,pop51,3,26.59871507,2,,,,,
816,lounge,51,3378,130000,1,45.74349976,11.65355968,6100,lounge51,6,27.34926486,2,,,,,
817,lounge,51,852,37657,1,43.20687866,13.28464031,10400,lounge51,6,192.0983038,2,,,,,
818,pop,51,4566,86000,1,45.06967926,7.704919815,5450,pop51,3,26.19364977,2,,,,,
819,lounge,51,2527,58247,1,45.06967926,7.704919815,8500,lounge51,6,26.19364977,2,,,,,
820,lounge,51,790,34963,1,45.70724869,11.4776001,9700,lounge51,6,179.8369698,2,,,,,
821,lounge,51,3988,31487,1,45.32001114,10.57859039,5900,lounge51,6,26.97465038,2,,,,,
822,lounge,51,1127,37000,1,40.67237854,14.72821999,10500,lounge51,6,26.85014963,2,,,,,
823,lounge,51,2192,69000,1,41.90322113,12.49565029,7500,lounge51,6,26.59971786,2,,,,,
824,lounge,51,790,30365,1,41.90322113,12.49565029,8650,lounge51,6,179.2797743,2,,,,,
825,lounge,51,640,35983,1,41.10787964,14.20880985,9400,lounge51,6,149.4633379,2,,,,,
826,pop,51,2647,62000,1,41.90322113,12.49565029,6500,pop51,3,26.59971786,2,,,,,
827,sport,62,2953,102800,1,45.0007019,7.68227005,6600,sport62,5,28.92074299,3,,,,,
828,lounge,51,790,29220,1,41.90322113,12.49565029,8650,lounge51,6,179.2797743,2,,,,,
829,lounge,51,1308,31750,1,43.20687866,13.28464031,9800,lounge51,6,27.12287974,2,,,,,
830,pop,51,731,47725,1,44.00579071,12.65631962,10350,pop51,3,167.9324221,2,,,,,
831,lounge,51,1521,27206,1,45.28242111,9.931300163,9950,lounge51,6,26.80343032,2,,,,,
832,lounge,51,701,20000,1,45.64250183,12.16362,9800,lounge51,6,162.1612244,2,,,,,
833,pop,51,2496,89000,1,40.66714096,16.60445023,8800,pop51,3,27.3178978,2,,,,,
834,lounge,51,790,28191,1,43.52902985,12.16218376,9490,lounge51,6,179.5382427,2,,,,,
835,lounge,51,2251,73453,4,45.06312943,7.57679987,7300,lounge51,6,26.90998233,2,,,,,
836,pop,51,366,16500,1,45.61186981,8.85474968,10500,pop51,3,94.4933239,2,,,,,
